Ship Full Date Description;Ship Date Key;Ship Year;Ship Season;Ship Semester;Ship Month Number Year;Ship Week Number Year;Ship Day Number Month;Ship Day Number Week;Ship Day Name Week;Holiday Key;Holiday Indicator;Weekend Indicator
41495;583;2013;Summer;2;8;32;9;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41496;584;2013;Summer;2;8;32;10;6;sábado;No Key;Non-Holiday;Weekend
41497;585;2013;Summer;2;8;33;11;7;domingo;No Key;Non-Holiday;Weekend
41498;586;2013;Summer;2;8;33;12;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41499;587;2013;Summer;2;8;33;13;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41500;588;2013;Summer;2;8;33;14;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41501;589;2013;Summer;2;8;33;15;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41502;590;2013;Summer;2;8;33;16;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41503;591;2013;Summer;2;8;33;17;6;sábado;No Key;Non-Holiday;Weekend
41504;592;2013;Summer;2;8;34;18;7;domingo;No Key;Non-Holiday;Weekend
41505;593;2013;Summer;2;8;34;19;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41506;594;2013;Summer;2;8;34;20;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41507;595;2013;Summer;2;8;34;21;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41508;596;2013;Summer;2;8;34;22;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41509;597;2013;Summer;2;8;34;23;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41510;598;2013;Summer;2;8;34;24;6;sábado;No Key;Non-Holiday;Weekend
41511;599;2013;Summer;2;8;35;25;7;domingo;No Key;Non-Holiday;Weekend
41512;600;2013;Summer;2;8;35;26;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41513;601;2013;Summer;2;8;35;27;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41514;602;2013;Summer;2;8;35;28;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41515;603;2013;Summer;2;8;35;29;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41516;604;2013;Summer;2;8;35;30;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41517;605;2013;Summer;2;8;35;31;6;sábado;27;Holiday;Weekend
41518;606;2013;Summer;2;9;36;1;7;domingo;28;Holiday;Weekend
41519;607;2013;Summer;2;9;36;2;1;segunda-feira;26;Holiday;Non-Weekend
41520;608;2013;Summer;2;9;36;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41521;609;2013;Summer;2;9;36;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41522;610;2013;Summer;2;9;36;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41523;611;2013;Summer;2;9;36;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41524;612;2013;Summer;2;9;36;7;6;sábado;No Key;Non-Holiday;Weekend
41525;613;2013;Summer;2;9;37;8;7;domingo;No Key;Non-Holiday;Weekend
41526;614;2013;Summer;2;9;37;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41527;615;2013;Summer;2;9;37;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41528;616;2013;Summer;2;9;37;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41529;617;2013;Summer;2;9;37;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41530;618;2013;Summer;2;9;37;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41531;619;2013;Summer;2;9;37;14;6;sábado;No Key;Non-Holiday;Weekend
41532;620;2013;Summer;2;9;38;15;7;domingo;No Key;Non-Holiday;Weekend
41533;621;2013;Summer;2;9;38;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41534;622;2013;Summer;2;9;38;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41535;623;2013;Summer;2;9;38;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41536;624;2013;Summer;2;9;38;19;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41537;625;2013;Summer;2;9;38;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41538;626;2013;Autumn;2;9;38;21;6;sábado;No Key;Non-Holiday;Weekend
41539;627;2013;Autumn;2;9;39;22;7;domingo;No Key;Non-Holiday;Weekend
41540;628;2013;Autumn;2;9;39;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41541;629;2013;Autumn;2;9;39;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41542;630;2013;Autumn;2;9;39;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41543;631;2013;Autumn;2;9;39;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41544;632;2013;Autumn;2;9;39;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41545;633;2013;Autumn;2;9;39;28;6;sábado;No Key;Non-Holiday;Weekend
41546;634;2013;Autumn;2;9;40;29;7;domingo;No Key;Non-Holiday;Weekend
41547;635;2013;Autumn;2;9;40;30;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41548;636;2013;Autumn;2;10;40;1;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41549;637;2013;Autumn;2;10;40;2;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41550;638;2013;Autumn;2;10;40;3;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41551;639;2013;Autumn;2;10;40;4;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41552;640;2013;Autumn;2;10;40;5;6;sábado;No Key;Non-Holiday;Weekend
41553;641;2013;Autumn;2;10;41;6;7;domingo;No Key;Non-Holiday;Weekend
41554;642;2013;Autumn;2;10;41;7;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41555;643;2013;Autumn;2;10;41;8;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41556;644;2013;Autumn;2;10;41;9;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41557;645;2013;Autumn;2;10;41;10;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41558;646;2013;Autumn;2;10;41;11;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41559;647;2013;Autumn;2;10;41;12;6;sábado;No Key;Non-Holiday;Weekend
41560;648;2013;Autumn;2;10;42;13;7;domingo;No Key;Non-Holiday;Weekend
41561;649;2013;Autumn;2;10;42;14;1;segunda-feira;23;Holiday;Non-Weekend
41562;650;2013;Autumn;2;10;42;15;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41563;651;2013;Autumn;2;10;42;16;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41564;652;2013;Autumn;2;10;42;17;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41565;653;2013;Autumn;2;10;42;18;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41566;654;2013;Autumn;2;10;42;19;6;sábado;No Key;Non-Holiday;Weekend
41567;655;2013;Autumn;2;10;43;20;7;domingo;No Key;Non-Holiday;Weekend
41568;656;2013;Autumn;2;10;43;21;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41569;657;2013;Autumn;2;10;43;22;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41570;658;2013;Autumn;2;10;43;23;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41571;659;2013;Autumn;2;10;43;24;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41572;660;2013;Autumn;2;10;43;25;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41573;661;2013;Autumn;2;10;43;26;6;sábado;No Key;Non-Holiday;Weekend
41574;662;2013;Autumn;2;10;44;27;7;domingo;No Key;Non-Holiday;Weekend
41575;663;2013;Autumn;2;10;44;28;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41576;664;2013;Autumn;2;10;44;29;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41577;665;2013;Autumn;2;10;44;30;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41578;666;2013;Autumn;2;10;44;31;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41579;667;2013;Autumn;2;11;44;1;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41580;668;2013;Autumn;2;11;44;2;6;sábado;No Key;Non-Holiday;Weekend
41581;669;2013;Autumn;2;11;45;3;7;domingo;No Key;Non-Holiday;Weekend
41582;670;2013;Autumn;2;11;45;4;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41583;671;2013;Autumn;2;11;45;5;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41584;672;2013;Autumn;2;11;45;6;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41585;673;2013;Autumn;2;11;45;7;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41586;674;2013;Autumn;2;11;45;8;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41587;675;2013;Autumn;2;11;45;9;6;sábado;No Key;Non-Holiday;Weekend
41588;676;2013;Autumn;2;11;46;10;7;domingo;No Key;Non-Holiday;Weekend
41589;677;2013;Autumn;2;11;46;11;1;segunda-feira;36;Holiday;Non-Weekend
41590;678;2013;Autumn;2;11;46;12;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41591;679;2013;Autumn;2;11;46;13;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41592;680;2013;Autumn;2;11;46;14;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41593;681;2013;Autumn;2;11;46;15;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41594;682;2013;Autumn;2;11;46;16;6;sábado;No Key;Non-Holiday;Weekend
41595;683;2013;Autumn;2;11;47;17;7;domingo;No Key;Non-Holiday;Weekend
41596;684;2013;Autumn;2;11;47;18;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41597;685;2013;Autumn;2;11;47;19;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41598;686;2013;Autumn;2;11;47;20;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41599;687;2013;Autumn;2;11;47;21;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41600;688;2013;Autumn;2;11;47;22;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41601;689;2013;Autumn;2;11;47;23;6;sábado;No Key;Non-Holiday;Weekend
41602;690;2013;Autumn;2;11;48;24;7;domingo;No Key;Non-Holiday;Weekend
41603;691;2013;Autumn;2;11;48;25;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41604;692;2013;Autumn;2;11;48;26;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41605;693;2013;Autumn;2;11;48;27;3;quarta-feira;34;Holiday;Non-Weekend
41606;694;2013;Autumn;2;11;48;28;4;quinta-feira;33;Holiday;Non-Weekend
41607;695;2013;Autumn;2;11;48;29;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41608;696;2013;Autumn;2;11;48;30;6;sábado;No Key;Non-Holiday;Weekend
41609;697;2013;Autumn;2;12;49;1;7;domingo;No Key;Non-Holiday;Weekend
41610;698;2013;Autumn;2;12;49;2;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41611;699;2013;Autumn;2;12;49;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41612;700;2013;Autumn;2;12;49;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41613;701;2013;Autumn;2;12;49;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41614;702;2013;Autumn;2;12;49;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41615;703;2013;Autumn;2;12;49;7;6;sábado;No Key;Non-Holiday;Weekend
41616;704;2013;Autumn;2;12;50;8;7;domingo;No Key;Non-Holiday;Weekend
41617;705;2013;Autumn;2;12;50;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41618;706;2013;Autumn;2;12;50;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41619;707;2013;Autumn;2;12;50;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41620;708;2013;Autumn;2;12;50;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41621;709;2013;Autumn;2;12;50;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41622;710;2013;Autumn;2;12;50;14;6;sábado;No Key;Non-Holiday;Weekend
41623;711;2013;Autumn;2;12;51;15;7;domingo;No Key;Non-Holiday;Weekend
41624;712;2013;Autumn;2;12;51;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41625;713;2013;Autumn;2;12;51;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41626;714;2013;Autumn;2;12;51;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41627;715;2013;Autumn;2;12;51;19;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41628;716;2013;Autumn;2;12;51;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41629;717;2013;Winter;2;12;51;21;6;sábado;No Key;Non-Holiday;Weekend
41630;718;2013;Winter;2;12;52;22;7;domingo;No Key;Non-Holiday;Weekend
41631;719;2013;Winter;2;12;52;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41632;720;2013;Winter;2;12;52;24;2;terça-feira;22;Holiday;Non-Weekend
41633;721;2013;Winter;2;12;52;25;3;quarta-feira;21;Holiday;Non-Weekend
41634;722;2013;Winter;2;12;52;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41635;723;2013;Winter;2;12;52;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41636;724;2013;Winter;2;12;52;28;6;sábado;No Key;Non-Holiday;Weekend
41637;725;2013;Winter;2;12;53;29;7;domingo;No Key;Non-Holiday;Weekend
41638;726;2013;Winter;2;12;53;30;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41639;727;2013;#N/A;2;12;53;31;2;terça-feira;32;Holiday;Non-Weekend
41640;728;2014;Winter;1;1;1;1;3;quarta-feira;50;Holiday;Non-Weekend
41641;729;2014;Winter;1;1;1;2;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41642;730;2014;Winter;1;1;1;3;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41643;731;2014;Winter;1;1;1;4;6;sábado;No Key;Non-Holiday;Weekend
41644;732;2014;Winter;1;1;2;5;7;domingo;No Key;Non-Holiday;Weekend
41645;733;2014;Winter;1;1;2;6;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41646;734;2014;Winter;1;1;2;7;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41647;735;2014;Winter;1;1;2;8;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41648;736;2014;Winter;1;1;2;9;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41649;737;2014;Winter;1;1;2;10;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41650;738;2014;Winter;1;1;2;11;6;sábado;No Key;Non-Holiday;Weekend
41651;739;2014;Winter;1;1;3;12;7;domingo;No Key;Non-Holiday;Weekend
41652;740;2014;Winter;1;1;3;13;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41653;741;2014;Winter;1;1;3;14;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41654;742;2014;Winter;1;1;3;15;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41655;743;2014;Winter;1;1;3;16;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41656;744;2014;Winter;1;1;3;17;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41657;745;2014;Winter;1;1;3;18;6;sábado;No Key;Non-Holiday;Weekend
41658;746;2014;Winter;1;1;4;19;7;domingo;No Key;Non-Holiday;Weekend
41659;747;2014;Winter;1;1;4;20;1;segunda-feira;48;Holiday;Non-Weekend
41660;748;2014;Winter;1;1;4;21;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41661;749;2014;Winter;1;1;4;22;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41662;750;2014;Winter;1;1;4;23;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41663;751;2014;Winter;1;1;4;24;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41664;752;2014;Winter;1;1;4;25;6;sábado;No Key;Non-Holiday;Weekend
41665;753;2014;Winter;1;1;5;26;7;domingo;No Key;Non-Holiday;Weekend
41666;754;2014;Winter;1;1;5;27;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41667;755;2014;Winter;1;1;5;28;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41668;756;2014;Winter;1;1;5;29;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41669;757;2014;Winter;1;1;5;30;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41670;758;2014;Winter;1;1;5;31;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41671;759;2014;Winter;1;2;5;1;6;sábado;No Key;Non-Holiday;Weekend
41672;760;2014;Winter;1;2;6;2;7;domingo;No Key;Non-Holiday;Weekend
41673;761;2014;Winter;1;2;6;3;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41674;762;2014;Winter;1;2;6;4;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41675;763;2014;Winter;1;2;6;5;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41676;764;2014;Winter;1;2;6;6;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41677;765;2014;Winter;1;2;6;7;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41678;766;2014;Winter;1;2;6;8;6;sábado;No Key;Non-Holiday;Weekend
41679;767;2014;Winter;1;2;7;9;7;domingo;No Key;Non-Holiday;Weekend
41680;768;2014;Winter;1;2;7;10;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41681;769;2014;Winter;1;2;7;11;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41682;770;2014;Winter;1;2;7;12;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41683;771;2014;Winter;1;2;7;13;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41684;772;2014;Winter;1;2;7;14;5;sexta-feira;54;Holiday;Non-Weekend
41685;773;2014;Winter;1;2;7;15;6;sábado;No Key;Non-Holiday;Weekend
41686;774;2014;Winter;1;2;8;16;7;domingo;No Key;Non-Holiday;Weekend
41687;775;2014;Winter;1;2;8;17;1;segunda-feira;56;Holiday;Non-Weekend
41688;776;2014;Winter;1;2;8;18;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41689;777;2014;Winter;1;2;8;19;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41690;778;2014;Winter;1;2;8;20;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41691;779;2014;Winter;1;2;8;21;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41692;780;2014;Winter;1;2;8;22;6;sábado;No Key;Non-Holiday;Weekend
41693;781;2014;Winter;1;2;9;23;7;domingo;No Key;Non-Holiday;Weekend
41694;782;2014;Winter;1;2;9;24;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41695;783;2014;Winter;1;2;9;25;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41696;784;2014;Winter;1;2;9;26;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41697;785;2014;Winter;1;2;9;27;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41698;786;2014;Winter;1;2;9;28;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41699;787;2014;Winter;1;3;9;1;6;sábado;No Key;Non-Holiday;Weekend
41700;788;2014;Winter;1;3;10;2;7;domingo;No Key;Non-Holiday;Weekend
41701;789;2014;Winter;1;3;10;3;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41702;790;2014;Winter;1;3;10;4;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41703;791;2014;Winter;1;3;10;5;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41704;792;2014;Winter;1;3;10;6;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41705;793;2014;Winter;1;3;10;7;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41706;794;2014;Winter;1;3;10;8;6;sábado;No Key;Non-Holiday;Weekend
41707;795;2014;Winter;1;3;11;9;7;domingo;No Key;Non-Holiday;Weekend
41708;796;2014;Winter;1;3;11;10;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41709;797;2014;Winter;1;3;11;11;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41710;798;2014;Winter;1;3;11;12;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41711;799;2014;Winter;1;3;11;13;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41712;800;2014;Winter;1;3;11;14;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41713;801;2014;Winter;1;3;11;15;6;sábado;No Key;Non-Holiday;Weekend
41714;802;2014;Winter;1;3;12;16;7;domingo;No Key;Non-Holiday;Weekend
41715;803;2014;Winter;1;3;12;17;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41716;804;2014;Winter;1;3;12;18;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41717;805;2014;Winter;1;3;12;19;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41718;806;2014;Winter;1;3;12;20;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41719;807;2014;Spring;1;3;12;21;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41720;808;2014;Spring;1;3;12;22;6;sábado;No Key;Non-Holiday;Weekend
41721;809;2014;Spring;1;3;13;23;7;domingo;No Key;Non-Holiday;Weekend
41722;810;2014;Spring;1;3;13;24;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41723;811;2014;Spring;1;3;13;25;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41724;812;2014;Spring;1;3;13;26;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41725;813;2014;Spring;1;3;13;27;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41726;814;2014;Spring;1;3;13;28;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41727;815;2014;Spring;1;3;13;29;6;sábado;No Key;Non-Holiday;Weekend
41728;816;2014;Spring;1;3;14;30;7;domingo;No Key;Non-Holiday;Weekend
41729;817;2014;Spring;1;3;14;31;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41730;818;2014;Spring;1;4;14;1;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41731;819;2014;Spring;1;4;14;2;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41732;820;2014;Spring;1;4;14;3;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41733;821;2014;Spring;1;4;14;4;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41734;822;2014;Spring;1;4;14;5;6;sábado;No Key;Non-Holiday;Weekend
41735;823;2014;Spring;1;4;15;6;7;domingo;No Key;Non-Holiday;Weekend
41736;824;2014;Spring;1;4;15;7;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41737;825;2014;Spring;1;4;15;8;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41738;826;2014;Spring;1;4;15;9;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41739;827;2014;Spring;1;4;15;10;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41740;828;2014;Spring;1;4;15;11;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41741;829;2014;Spring;1;4;15;12;6;sábado;No Key;Non-Holiday;Weekend
41742;830;2014;Spring;1;4;16;13;7;domingo;No Key;Non-Holiday;Weekend
41743;831;2014;Spring;1;4;16;14;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41744;832;2014;Spring;1;4;16;15;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41745;833;2014;Spring;1;4;16;16;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41746;834;2014;Spring;1;4;16;17;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41747;835;2014;Spring;1;4;16;18;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41748;836;2014;Spring;1;4;16;19;6;sábado;No Key;Non-Holiday;Weekend
41749;837;2014;Spring;1;4;17;20;7;domingo;43;Holiday;Weekend
41750;838;2014;Spring;1;4;17;21;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41751;839;2014;Spring;1;4;17;22;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41752;840;2014;Spring;1;4;17;23;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41753;841;2014;Spring;1;4;17;24;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41754;842;2014;Spring;1;4;17;25;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41755;843;2014;Spring;1;4;17;26;6;sábado;No Key;Non-Holiday;Weekend
41756;844;2014;Spring;1;4;18;27;7;domingo;No Key;Non-Holiday;Weekend
41757;845;2014;Spring;1;4;18;28;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41758;846;2014;Spring;1;4;18;29;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41759;847;2014;Spring;1;4;18;30;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41760;848;2014;Spring;1;5;18;1;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41761;849;2014;Spring;1;5;18;2;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41762;850;2014;Spring;1;5;18;3;6;sábado;No Key;Non-Holiday;Weekend
41763;851;2014;Spring;1;5;19;4;7;domingo;No Key;Non-Holiday;Weekend
41764;852;2014;Spring;1;5;19;5;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41765;853;2014;Spring;1;5;19;6;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41766;854;2014;Spring;1;5;19;7;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41767;855;2014;Spring;1;5;19;8;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41768;856;2014;Spring;1;5;19;9;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41769;857;2014;Spring;1;5;19;10;6;sábado;No Key;Non-Holiday;Weekend
41770;858;2014;Spring;1;5;20;11;7;domingo;No Key;Non-Holiday;Weekend
41771;859;2014;Spring;1;5;20;12;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41772;860;2014;Spring;1;5;20;13;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41773;861;2014;Spring;1;5;20;14;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41774;862;2014;Spring;1;5;20;15;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41775;863;2014;Spring;1;5;20;16;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41776;864;2014;Spring;1;5;20;17;6;sábado;No Key;Non-Holiday;Weekend
41777;865;2014;Spring;1;5;21;18;7;domingo;No Key;Non-Holiday;Weekend
41778;866;2014;Spring;1;5;21;19;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
41779;867;2014;Spring;1;5;21;20;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41780;868;2014;Spring;1;5;21;21;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41781;869;2014;Spring;1;5;21;22;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
41782;870;2014;Spring;1;5;21;23;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
41783;871;2014;Spring;1;5;21;24;6;sábado;No Key;Non-Holiday;Weekend
41784;872;2014;Spring;1;5;22;25;7;domingo;No Key;Non-Holiday;Weekend
41785;873;2014;Spring;1;5;22;26;1;segunda-feira;49;Holiday;Non-Weekend
41786;874;2014;Spring;1;5;22;27;2;terça-feira;No Key;Non-Holiday;Non-Weekend
41787;875;2014;Spring;1;5;22;28;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
41788;876;2014;Spring;1;5;22;29;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
