Order Full Date Description;Order Date Key;Order Year;Order Season;Order Semester;Order Month Number Year;Order Week Number Year;Order Day Number Month;Order Day Number Week;Order Day Name Week;HolidayKey;HolidayIndicator;WeekendIndicator
42031;1096;2015;Winter;1;1;5;27;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42032;1097;2015;Winter;1;1;5;28;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42033;1098;2015;Winter;1;1;5;29;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42034;1099;2015;Winter;1;1;5;30;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42035;1100;2015;Winter;1;1;5;31;6;sábado;No Key;Non-Holiday;Weekend
42036;1101;2015;Winter;1;2;6;1;7;domingo;No Key;Non-Holiday;Weekend
42038;1102;2015;Winter;1;2;6;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42039;1103;2015;Winter;1;2;6;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42040;1104;2015;Winter;1;2;6;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42041;1105;2015;Winter;1;2;6;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42042;1106;2015;Winter;1;2;6;7;6;sábado;No Key;Non-Holiday;Weekend
42043;1107;2015;Winter;1;2;7;8;7;domingo;No Key;Non-Holiday;Weekend
42044;1108;2015;Winter;1;2;7;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42045;1109;2015;Winter;1;2;7;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42046;1110;2015;Winter;1;2;7;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42047;1111;2015;Winter;1;2;7;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42048;1112;2015;Winter;1;2;7;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42049;1113;2015;Winter;1;2;7;14;6;sábado;No Key;Non-Holiday;Weekend
42050;1114;2015;Winter;1;2;8;15;7;domingo;No Key;Non-Holiday;Weekend
42051;1115;2015;Winter;1;2;8;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42052;1116;2015;Winter;1;2;8;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42053;1117;2015;Winter;1;2;8;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42054;1118;2015;Winter;1;2;8;19;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42055;1119;2015;Winter;1;2;8;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42056;1120;2015;Winter;1;2;8;21;6;sábado;No Key;Non-Holiday;Weekend
42057;1121;2015;Winter;1;2;9;22;7;domingo;No Key;Non-Holiday;Weekend
42058;1122;2015;Winter;1;2;9;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42059;1123;2015;Winter;1;2;9;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42060;1124;2015;Winter;1;2;9;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42061;1125;2015;Winter;1;2;9;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42062;1126;2015;Winter;1;2;9;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42063;1127;2015;Winter;1;2;9;28;6;sábado;No Key;Non-Holiday;Weekend
42064;1128;2015;Winter;1;3;10;1;7;domingo;No Key;Non-Holiday;Weekend
42065;1129;2015;Winter;1;3;10;2;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42066;1130;2015;Winter;1;3;10;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42067;1131;2015;Winter;1;3;10;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42068;1132;2015;Winter;1;3;10;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42069;1133;2015;Winter;1;3;10;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42070;1134;2015;Winter;1;3;10;7;6;sábado;No Key;Non-Holiday;Weekend
42071;1135;2015;Winter;1;3;11;8;7;domingo;No Key;Non-Holiday;Weekend
42072;1136;2015;Winter;1;3;11;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42073;1137;2015;Winter;1;3;11;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42074;1138;2015;Winter;1;3;11;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42075;1139;2015;Winter;1;3;11;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42076;1140;2015;Winter;1;3;11;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42077;1141;2015;Winter;1;3;11;14;6;sábado;No Key;Non-Holiday;Weekend
42078;1142;2015;Winter;1;3;12;15;7;domingo;No Key;Non-Holiday;Weekend
42079;1143;2015;Winter;1;3;12;16;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42080;1144;2015;Winter;1;3;12;17;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42081;1145;2015;Winter;1;3;12;18;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42082;1146;2015;Winter;1;3;12;19;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42083;1147;2015;Winter;1;3;12;20;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42084;1148;2015;Spring;1;3;12;21;6;sábado;No Key;Non-Holiday;Weekend
42085;1149;2015;Spring;1;3;13;22;7;domingo;No Key;Non-Holiday;Weekend
42086;1150;2015;Spring;1;3;13;23;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42087;1151;2015;Spring;1;3;13;24;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42088;1152;2015;Spring;1;3;13;25;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42089;1153;2015;Spring;1;3;13;26;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42090;1154;2015;Spring;1;3;13;27;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42091;1155;2015;Spring;1;3;13;28;6;sábado;No Key;Non-Holiday;Weekend
42092;1156;2015;Spring;1;3;14;29;7;domingo;No Key;Non-Holiday;Weekend
42093;1157;2015;Spring;1;3;14;30;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42094;1158;2015;Spring;1;3;14;31;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42095;1159;2015;Spring;1;4;14;1;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42096;1160;2015;Spring;1;4;14;2;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42097;1161;2015;Spring;1;4;14;3;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42098;1162;2015;Spring;1;4;14;4;6;sábado;No Key;Non-Holiday;Weekend
42099;1163;2015;Spring;1;4;15;5;7;domingo;No Key;Non-Holiday;Weekend
42100;1164;2015;Spring;1;4;15;6;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42101;1165;2015;Spring;1;4;15;7;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42102;1166;2015;Spring;1;4;15;8;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42103;1167;2015;Spring;1;4;15;9;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42104;1168;2015;Spring;1;4;15;10;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42105;1169;2015;Spring;1;4;15;11;6;sábado;No Key;Non-Holiday;Weekend
42106;1170;2015;Spring;1;4;16;12;7;domingo;No Key;Non-Holiday;Weekend
42107;1171;2015;Spring;1;4;16;13;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42108;1172;2015;Spring;1;4;16;14;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42109;1173;2015;Spring;1;4;16;15;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42110;1174;2015;Spring;1;4;16;16;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42111;1175;2015;Spring;1;4;16;17;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42112;1176;2015;Spring;1;4;16;18;6;sábado;No Key;Non-Holiday;Weekend
42113;1177;2015;Spring;1;4;17;19;7;domingo;No Key;Non-Holiday;Weekend
42114;1178;2015;Spring;1;4;17;20;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42115;1179;2015;Spring;1;4;17;21;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42116;1180;2015;Spring;1;4;17;22;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42117;1181;2015;Spring;1;4;17;23;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42118;1182;2015;Spring;1;4;17;24;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42119;1183;2015;Spring;1;4;17;25;6;sábado;No Key;Non-Holiday;Weekend
42120;1184;2015;Spring;1;4;18;26;7;domingo;No Key;Non-Holiday;Weekend
42121;1185;2015;Spring;1;4;18;27;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42122;1186;2015;Spring;1;4;18;28;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42123;1187;2015;Spring;1;4;18;29;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42124;1188;2015;Spring;1;4;18;30;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42125;1189;2015;Spring;1;5;18;1;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42126;1190;2015;Spring;1;5;18;2;6;sábado;No Key;Non-Holiday;Weekend
42127;1191;2015;Spring;1;5;19;3;7;domingo;No Key;Non-Holiday;Weekend
42128;1192;2015;Spring;1;5;19;4;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42129;1193;2015;Spring;1;5;19;5;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42130;1194;2015;Spring;1;5;19;6;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42131;1195;2015;Spring;1;5;19;7;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42132;1196;2015;Spring;1;5;19;8;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42133;1197;2015;Spring;1;5;19;9;6;sábado;No Key;Non-Holiday;Weekend
42134;1198;2015;Spring;1;5;20;10;7;domingo;No Key;Non-Holiday;Weekend
42135;1199;2015;Spring;1;5;20;11;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42136;1200;2015;Spring;1;5;20;12;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42137;1201;2015;Spring;1;5;20;13;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42138;1202;2015;Spring;1;5;20;14;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42139;1203;2015;Spring;1;5;20;15;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42140;1204;2015;Spring;1;5;20;16;6;sábado;No Key;Non-Holiday;Weekend
42141;1205;2015;Spring;1;5;21;17;7;domingo;No Key;Non-Holiday;Weekend
42142;1206;2015;Spring;1;5;21;18;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42143;1207;2015;Spring;1;5;21;19;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42144;1208;2015;Spring;1;5;21;20;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42145;1209;2015;Spring;1;5;21;21;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42146;1210;2015;Spring;1;5;21;22;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42147;1211;2015;Spring;1;5;21;23;6;sábado;No Key;Non-Holiday;Weekend
42148;1212;2015;Spring;1;5;22;24;7;domingo;No Key;Non-Holiday;Weekend
42149;1213;2015;Spring;1;5;22;25;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42150;1214;2015;Spring;1;5;22;26;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42151;1215;2015;Spring;1;5;22;27;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42152;1216;2015;Spring;1;5;22;28;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42153;1217;2015;Spring;1;5;22;29;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42154;1218;2015;Spring;1;5;22;30;6;sábado;No Key;Non-Holiday;Weekend
42155;1219;2015;Spring;1;5;23;31;7;domingo;No Key;Non-Holiday;Weekend
42156;1220;2015;Spring;1;6;23;1;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42157;1221;2015;Spring;1;6;23;2;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42158;1222;2015;Spring;1;6;23;3;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42159;1223;2015;Spring;1;6;23;4;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42160;1224;2015;Spring;1;6;23;5;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42161;1225;2015;Spring;1;6;23;6;6;sábado;No Key;Non-Holiday;Weekend
42162;1226;2015;Spring;1;6;24;7;7;domingo;No Key;Non-Holiday;Weekend
42163;1227;2015;Spring;1;6;24;8;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42164;1228;2015;Spring;1;6;24;9;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42165;1229;2015;Spring;1;6;24;10;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42166;1230;2015;Spring;1;6;24;11;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42167;1231;2015;Spring;1;6;24;12;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42168;1232;2015;Spring;1;6;24;13;6;sábado;No Key;Non-Holiday;Weekend
42169;1233;2015;Spring;1;6;25;14;7;domingo;No Key;Non-Holiday;Weekend
42170;1234;2015;Spring;1;6;25;15;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42171;1235;2015;Spring;1;6;25;16;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42172;1236;2015;Spring;1;6;25;17;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42173;1237;2015;Spring;1;6;25;18;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42174;1238;2015;Spring;1;6;25;19;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42175;1239;2015;Spring;1;6;25;20;6;sábado;No Key;Non-Holiday;Weekend
42176;1240;2015;Summer;1;6;26;21;7;domingo;No Key;Non-Holiday;Weekend
42177;1241;2015;Summer;1;6;26;22;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42178;1242;2015;Summer;1;6;26;23;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42179;1243;2015;Summer;1;6;26;24;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42180;1244;2015;Summer;1;6;26;25;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42181;1245;2015;Summer;1;6;26;26;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42182;1246;2015;Summer;1;6;26;27;6;sábado;No Key;Non-Holiday;Weekend
42183;1247;2015;Summer;1;6;27;28;7;domingo;No Key;Non-Holiday;Weekend
42184;1248;2015;Summer;1;6;27;29;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42185;1249;2015;Summer;1;6;27;30;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42186;1250;2015;Summer;2;7;27;1;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42187;1251;2015;Summer;2;7;27;2;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42188;1252;2015;Summer;2;7;27;3;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42189;1253;2015;Summer;2;7;27;4;6;sábado;No Key;Non-Holiday;Weekend
42190;1254;2015;Summer;2;7;28;5;7;domingo;No Key;Non-Holiday;Weekend
42191;1255;2015;Summer;2;7;28;6;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42192;1256;2015;Summer;2;7;28;7;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42193;1257;2015;Summer;2;7;28;8;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42194;1258;2015;Summer;2;7;28;9;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42195;1259;2015;Summer;2;7;28;10;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42196;1260;2015;Summer;2;7;28;11;6;sábado;No Key;Non-Holiday;Weekend
42197;1261;2015;Summer;2;7;29;12;7;domingo;No Key;Non-Holiday;Weekend
42198;1262;2015;Summer;2;7;29;13;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42199;1263;2015;Summer;2;7;29;14;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42200;1264;2015;Summer;2;7;29;15;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42201;1265;2015;Summer;2;7;29;16;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42202;1266;2015;Summer;2;7;29;17;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42203;1267;2015;Summer;2;7;29;18;6;sábado;No Key;Non-Holiday;Weekend
42204;1268;2015;Summer;2;7;30;19;7;domingo;No Key;Non-Holiday;Weekend
42206;1269;2015;Summer;2;7;30;21;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42207;1270;2015;Summer;2;7;30;22;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42208;1271;2015;Summer;2;7;30;23;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42209;1272;2015;Summer;2;7;30;24;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42210;1273;2015;Summer;2;7;30;25;6;sábado;No Key;Non-Holiday;Weekend
42211;1274;2015;Summer;2;7;31;26;7;domingo;No Key;Non-Holiday;Weekend
42212;1275;2015;Summer;2;7;31;27;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42213;1276;2015;Summer;2;7;31;28;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42214;1277;2015;Summer;2;7;31;29;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42215;1278;2015;Summer;2;7;31;30;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42216;1279;2015;Summer;2;7;31;31;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42217;1280;2015;Summer;2;8;31;1;6;sábado;No Key;Non-Holiday;Weekend
42218;1281;2015;Summer;2;8;32;2;7;domingo;No Key;Non-Holiday;Weekend
42219;1282;2015;Summer;2;8;32;3;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42220;1283;2015;Summer;2;8;32;4;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42221;1284;2015;Summer;2;8;32;5;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42222;1285;2015;Summer;2;8;32;6;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42223;1286;2015;Summer;2;8;32;7;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42224;1287;2015;Summer;2;8;32;8;6;sábado;No Key;Non-Holiday;Weekend
42225;1288;2015;Summer;2;8;33;9;7;domingo;No Key;Non-Holiday;Weekend
42227;1289;2015;Summer;2;8;33;11;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42228;1290;2015;Summer;2;8;33;12;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42229;1291;2015;Summer;2;8;33;13;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42230;1292;2015;Summer;2;8;33;14;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42231;1293;2015;Summer;2;8;33;15;6;sábado;No Key;Non-Holiday;Weekend
42232;1294;2015;Summer;2;8;34;16;7;domingo;No Key;Non-Holiday;Weekend
42233;1295;2015;Summer;2;8;34;17;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42234;1296;2015;Summer;2;8;34;18;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42235;1297;2015;Summer;2;8;34;19;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42236;1298;2015;Summer;2;8;34;20;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42237;1299;2015;Summer;2;8;34;21;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42238;1300;2015;Summer;2;8;34;22;6;sábado;No Key;Non-Holiday;Weekend
42239;1301;2015;Summer;2;8;35;23;7;domingo;No Key;Non-Holiday;Weekend
42240;1302;2015;Summer;2;8;35;24;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42241;1303;2015;Summer;2;8;35;25;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42242;1304;2015;Summer;2;8;35;26;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42243;1305;2015;Summer;2;8;35;27;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42244;1306;2015;Summer;2;8;35;28;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42245;1307;2015;Summer;2;8;35;29;6;sábado;No Key;Non-Holiday;Weekend
42246;1308;2015;Summer;2;8;36;30;7;domingo;No Key;Non-Holiday;Weekend
42247;1309;2015;Summer;2;8;36;31;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42248;1310;2015;Summer;2;9;36;1;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42249;1311;2015;Summer;2;9;36;2;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42250;1312;2015;Summer;2;9;36;3;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42251;1313;2015;Summer;2;9;36;4;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42252;1314;2015;Summer;2;9;36;5;6;sábado;No Key;Non-Holiday;Weekend
42253;1315;2015;Summer;2;9;37;6;7;domingo;No Key;Non-Holiday;Weekend
42254;1316;2015;Summer;2;9;37;7;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42255;1317;2015;Summer;2;9;37;8;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42256;1318;2015;Summer;2;9;37;9;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42257;1319;2015;Summer;2;9;37;10;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42258;1320;2015;Summer;2;9;37;11;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42259;1321;2015;Summer;2;9;37;12;6;sábado;No Key;Non-Holiday;Weekend
42260;1322;2015;Summer;2;9;38;13;7;domingo;No Key;Non-Holiday;Weekend
42261;1323;2015;Summer;2;9;38;14;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42262;1324;2015;Summer;2;9;38;15;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42263;1325;2015;Summer;2;9;38;16;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42264;1326;2015;Summer;2;9;38;17;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42265;1327;2015;Summer;2;9;38;18;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42266;1328;2015;Summer;2;9;38;19;6;sábado;No Key;Non-Holiday;Weekend
42267;1329;2015;Summer;2;9;39;20;7;domingo;No Key;Non-Holiday;Weekend
42268;1330;2015;Autumn;2;9;39;21;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42269;1331;2015;Autumn;2;9;39;22;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42270;1332;2015;Autumn;2;9;39;23;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42271;1333;2015;Autumn;2;9;39;24;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42272;1334;2015;Autumn;2;9;39;25;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42273;1335;2015;Autumn;2;9;39;26;6;sábado;No Key;Non-Holiday;Weekend
42274;1336;2015;Autumn;2;9;40;27;7;domingo;No Key;Non-Holiday;Weekend
42275;1337;2015;Autumn;2;9;40;28;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42276;1338;2015;Autumn;2;9;40;29;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42277;1339;2015;Autumn;2;9;40;30;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42278;1340;2015;Autumn;2;10;40;1;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42279;1341;2015;Autumn;2;10;40;2;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42280;1342;2015;Autumn;2;10;40;3;6;sábado;No Key;Non-Holiday;Weekend
42281;1343;2015;Autumn;2;10;41;4;7;domingo;No Key;Non-Holiday;Weekend
42282;1344;2015;Autumn;2;10;41;5;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42283;1345;2015;Autumn;2;10;41;6;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42284;1346;2015;Autumn;2;10;41;7;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42285;1347;2015;Autumn;2;10;41;8;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42286;1348;2015;Autumn;2;10;41;9;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42287;1349;2015;Autumn;2;10;41;10;6;sábado;No Key;Non-Holiday;Weekend
42288;1350;2015;Autumn;2;10;42;11;7;domingo;No Key;Non-Holiday;Weekend
42289;1351;2015;Autumn;2;10;42;12;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42290;1352;2015;Autumn;2;10;42;13;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42291;1353;2015;Autumn;2;10;42;14;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42292;1354;2015;Autumn;2;10;42;15;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42293;1355;2015;Autumn;2;10;42;16;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42294;1356;2015;Autumn;2;10;42;17;6;sábado;No Key;Non-Holiday;Weekend
42295;1357;2015;Autumn;2;10;43;18;7;domingo;No Key;Non-Holiday;Weekend
42296;1358;2015;Autumn;2;10;43;19;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42297;1359;2015;Autumn;2;10;43;20;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42298;1360;2015;Autumn;2;10;43;21;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42299;1361;2015;Autumn;2;10;43;22;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42300;1362;2015;Autumn;2;10;43;23;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42301;1363;2015;Autumn;2;10;43;24;6;sábado;No Key;Non-Holiday;Weekend
42302;1364;2015;Autumn;2;10;44;25;7;domingo;No Key;Non-Holiday;Weekend
42304;1365;2015;Autumn;2;10;44;27;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42305;1366;2015;Autumn;2;10;44;28;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42306;1367;2015;Autumn;2;10;44;29;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42307;1368;2015;Autumn;2;10;44;30;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42308;1369;2015;Autumn;2;10;44;31;6;sábado;No Key;Non-Holiday;Weekend
42309;1370;2015;Autumn;2;11;45;1;7;domingo;No Key;Non-Holiday;Weekend
42310;1371;2015;Autumn;2;11;45;2;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42311;1372;2015;Autumn;2;11;45;3;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42312;1373;2015;Autumn;2;11;45;4;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42313;1374;2015;Autumn;2;11;45;5;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42314;1375;2015;Autumn;2;11;45;6;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
42315;1376;2015;Autumn;2;11;45;7;6;sábado;No Key;Non-Holiday;Weekend
42316;1377;2015;Autumn;2;11;46;8;7;domingo;No Key;Non-Holiday;Weekend
42317;1378;2015;Autumn;2;11;46;9;1;segunda-feira;No Key;Non-Holiday;Non-Weekend
42318;1379;2015;Autumn;2;11;46;10;2;terça-feira;No Key;Non-Holiday;Non-Weekend
42319;1380;2015;Autumn;2;11;46;11;3;quarta-feira;No Key;Non-Holiday;Non-Weekend
42320;1381;2015;Autumn;2;11;46;12;4;quinta-feira;No Key;Non-Holiday;Non-Weekend
42321;1382;2015;Autumn;2;11;46;13;5;sexta-feira;No Key;Non-Holiday;Non-Weekend
